Run,Event,E1,px1 ,py1,pz1,pt1,eta1,phi1,Q1,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M,M_noise,y_50,y_10,y_25,index_reduced,index_og,s1,s2,in_sample
147926,85333276,15.8833,-4.30793,-0.517969,-15.2792,4.33895,-1.97158,-3.02193,1,50.2075,-7.64078,13.7182,-47.6888,15.7026,-1.83008,2.07898,-1,9.27426,20.10842383567593,False,False,False,0,82260,-30.712411598698374,-72.14424194704326,0
147929,523967722,2.88506,1.20418,1.81982,-1.88728,2.18215,-0.782528,0.986239,1,76.6785,16.675,10.3658,-74.1221,19.6343,-2.03868,0.556179,-1,9.20759,6.151000389472531,False,False,False,2,72685,14.37829890191177,-39.669713992646905,0
146644,941974702,12.7833,3.26222,-1.56492,-12.2605,3.61815,-1.93466,-0.447284,1,47.956,11.3338,-6.27531,46.1729,12.9551,1.98318,-0.505666,-1,47.5888,53.27418374729935,True,False,True,3,14657,-27.75849863869697,43.02813536003611,0
147929,382680244,42.2241,-11.7023,-10.2301,-39.2591,15.5434,-1.65676,-2.42322,1,25.6305,2.59757,6.21938,24.7284,6.74003,2.01111,1.17516,-1,65.5296,60.425024119537866,True,False,True,4,72080,-39.4880333016123,-15.826893324823132,0
147754,232053182,3.38651,0.158309,-2.38207,-2.40191,2.38732,-0.885686,-1.50444,1,57.7271,17.9992,3.3489,-54.747,18.3081,-1.81538,0.183955,-1,11.7579,21.78145725829981,True,False,False,5,60344,5.810589116422503,-54.71216874517788,0
149011,629007054,3.07765,-1.92134,-2.04543,-1.26357,2.8063,-0.436289,-2.32492,-1,81.5398,16.426,-6.55161,79.599,17.6844,2.20959,-0.379521,1,27.1915,34.65257447791508,True,False,False,7,48221,4.225229056313541,37.21346020274275,0
148031,530611810,172.657,31.5782,-13.9874,169.167,34.5374,2.29225,-0.416972,-1,2.7123,-1.66682,-1.35697,1.65436,2.14934,0.708836,-2.45831,1,21.0756,22.01938184304386,True,False,False,8,59626,152.1748186972307,76.59985018787889,0
148029,158254621,24.5924,19.5071,0.94342,14.9454,19.5299,0.705309,0.0483252,1,72.8401,-20.399,1.24056,69.9144,20.4367,1.94379,3.08085,-1,47.8156,54.74942041131013,True,False,True,9,78287,29.86874775442384,49.45743197684653,0
147929,48529084,23.2323,10.6588,20.1426,-4.51747,22.7889,-0.196955,1.08409,1,47.6882,3.12508,-29.6518,37.2179,29.816,1.0465,-1.46579,-1,60.6629,61.77405336698552,True,False,True,10,67827,-34.09915602618656,43.68129394246225,0
146944,723374385,3.99105,-3.19124,1.14307,2.10664,3.38978,0.587145,2.79764,-1,126.181,26.6201,18.3792,121.964,32.3485,2.03745,0.604273,1,24.924,26.702234042515364,True,False,False,11,88318,38.2123381670464,145.76837854688327,1
