,0
0,399
1,74
2,187
3,1166
4,2357
5,299
6,4057
7,4429
8,4900
9,4439
10,1174
11,2241
12,4683
13,1908
14,2420
15,7964
16,418
17,6184
18,3076
19,5453
20,2379
21,7749
22,3266
23,6327
24,1234
25,42
26,477
27,3737
28,854
29,3039
30,1852
31,1916
32,5624
33,3843
34,2739
35,762
36,7
37,2185
38,2156
39,2510
40,4378
41,6550
42,7992
43,285
44,2990
45,5606
46,3438
47,328
48,2367
49,3969
50,1449
51,1938
52,1039
53,4383
54,7722
55,3338
56,7195
57,353
58,176
59,3016
60,12
61,4472
62,1673
63,4091
64,4883
65,5297
66,723
67,3720
68,577
69,733
70,2647
71,1750
72,959
73,1000
74,1275
75,138
76,1829
77,2302
78,1315
79,3075
80,227
81,1818
82,2208
83,982
84,3736
85,2177
86,3321
87,3291
88,229
89,127
90,4296
91,2583
92,6621
93,1652
94,346
95,378
96,6103
97,993
98,10174
99,1337
100,327
101,1138
102,2232
103,1107
104,1603
105,34
106,50
107,504
108,125
109,1078
110,478
111,1378
112,1520
113,553
114,1645
115,1914
116,194
117,645
118,5051
119,1238
120,4118
121,1749
122,474
123,3846
124,358
125,2995
126,1577
127,2058
128,1860
129,2579
130,3579
131,1430
132,5180
133,2109
134,4652
135,4152
136,3960
137,4174
138,2158
139,3441
140,2848
141,2666
142,1815
143,3949
144,1719
145,3474
146,2765
147,3787
148,5174
149,5614
150,1207
151,73
152,2626
153,2490
154,2435
155,3309
156,5295
157,329
158,3498
159,1682
160,1639
161,1431
162,4995
163,3627
164,161
165,2083
166,981
167,1573
168,1411
169,1019
170,310
171,1904
172,246
173,5819
174,3596
175,2067
176,1348
177,25
178,2092
179,2885
180,1983
181,2224
182,2118
183,1565
184,5867
185,379
186,2363
187,1117
188,137
189,2732
190,2561
191,3368
192,1723
193,4838
194,1684
195,3540
196,604
197,2482
198,2267
199,4189
200,642
201,2871
202,4698
203,1038
204,2214
205,2665
206,5807
207,712
208,3132
209,3492
210,5107
211,1925
212,1066
213,68
214,200
215,5126
216,3163
217,2386
218,1414
219,1489
220,1641
221,1899
222,3624
223,4693
224,2268
225,1582
226,1488
227,3053
228,1479
229,5360
230,547
231,495
232,1511
233,4950
234,4028
235,4783
236,636
237,1201
238,2349
239,3807
240,4006
241,4793
242,3328
243,915
244,1062
245,2965
246,4147
247,3352
248,3341
249,2402
250,3284
251,1341
252,2997
253,3514
254,1796
255,5021
256,804
257,4513
258,616
259,1368
260,463
261,5888
262,411
263,908
264,4910
265,2851
266,6915
267,6622
268,2419
269,5343
270,899
271,3467
272,3623
273,7742
274,3912
275,3790
276,734
277,5563
278,356
279,6453
280,7579
281,3143
282,5173
283,3793
284,3584
285,5649
286,4943
287,4249
288,819
289,4511
290,5213
291,773
292,3552
293,1303
294,3171
295,3096
296,475
297,4933
298,2543
299,3120
300,455
301,4191
302,1347
303,751
304,1068
305,779
306,1667
307,3315
308,3099
309,969
310,3788
311,1442
312,2954
313,3252
314,2769
315,2283
316,646
317,1150
318,1609
319,145
320,5974
321,4233
322,4053
323,1553
324,638
325,4524
326,3195
327,2553
328,4101
329,1771
330,93
331,4250
332,3488
333,3330
334,4369
335,911
336,7547
337,1097
338,2061
339,1343
340,4119
341,5426
342,4259
343,9135
344,3734
345,2135
346,1515
347,6963
348,70
349,4401
350,5410
351,2009
352,4520
353,1131
354,3932
355,6159
356,4020
357,5786
358,644
359,1810
360,3766
361,2966
362,1657
363,4582
364,966
365,5385
366,6367
367,4902
368,2325
369,2506
370,4026
371,739
372,1297
373,5424
374,6974
375,2602
376,5359
377,5502
378,5895
379,6095
380,4872
381,4993
382,3725
383,4298
384,5430
385,6178
386,6870
387,5733
388,1903
389,5065
390,5866
391,1046
392,5915
393,6052
394,3832
395,1472
396,5184
397,4048
398,6369
399,8436
400,6078
401,7184
402,4613
403,5119
404,6202
405,5877
406,6378
407,4654
408,4695
409,6426
410,1149
411,4512
412,5078
413,6427
414,4939
415,3802
416,5934
417,6941
418,7682
419,395
420,7800
421,6243
422,4215
423,5716
424,6192
425,1746
426,4968
427,6440
428,8151
429,4356
430,6124
431,7439
432,6135
433,5667
434,5326
435,5816
436,6641
437,78
438,2115
439,3107
440,6255
441,7965
442,6897
443,4168
444,6040
445,2595
446,360
447,3765
448,140
449,5036
450,5956
451,3095
452,3799
453,3667
454,8344
455,7572
456,5431
457,4673
458,7798
459,5481
460,2623
461,6419
462,7646
463,2446
464,5324
465,8073
466,6263
467,4375
468,7429
469,3510
470,5245
471,3739
472,10163
473,6993
474,7266
475,5527
476,5436
477,6491
478,7659
479,7815
480,8075
481,8354
482,7991
483,7005
484,65
485,6739
486,6524
487,6065
488,7989
489,7592
490,8827
491,7316
492,6018
493,6581
494,7469
495,3712
496,3505
497,1457
498,1165
499,3259
500,4756
501,5557
502,1280
503,6011
504,1705
505,8799
506,6140
507,6988
508,6794
509,3792
510,6332
511,8826
512,6820
513,8186
514,7919
515,7948
516,1021
517,7460
518,7719
519,5508
520,7797
521,6898
522,6892
523,5788
524,4981
525,2225
526,7522
527,8187
528,6457
529,7584
530,7867
531,3506
532,7764
533,8351
534,2638
535,8472
536,7474
537,5061
538,7535
539,8260
540,8481
541,9014
542,8802
543,9280
544,9115
545,7428
546,8831
547,5386
548,9197
549,7957
550,7959
551,9150
552,9217
553,7881
554,6160
555,7739
556,8087
557,6242
558,7268
559,7760
560,9606
561,8532
562,7075
563,4052
564,4941
565,9407
566,7874
567,10783
568,2682
569,9391
570,795
571,9728
572,7712
573,10452
574,10104
575,8269
576,6803
577,8220
578,2293
579,2538
580,10772
581,3061
582,8350
583,9082
584,1635
585,7585
586,8944
587,7265
588,4777
589,10151
590,6156
591,9583
592,7536
593,9173
594,10358
595,5873
596,6163
597,9577
598,8138
599,3538
600,7822
601,2615
602,3396
603,9780
604,9686
605,10569
606,10669
607,8203
608,9365
609,9472
610,10177
611,4949
612,8672
613,10247
614,6666
615,8692
616,10631
617,279
618,8267
619,3451
620,9034
621,5395
622,8339
623,10764
624,10711
625,10273
626,10553
627,4996
628,8212
629,8042
630,9241
631,9624
632,9953
633,10315
634,9232
635,5348
636,4043
