,0
0,3381
1,7462
2,4735
3,1881
4,1597
5,9240
6,1842
7,3964
8,8667
9,899
10,9106
11,8143
12,275
13,1936
14,4560
15,209
16,6102
17,6831
18,7093
19,5077
20,6440
21,10361
22,8222
23,6270
24,9243
25,10318
26,3115
27,10007
28,3704
29,2403
30,7038
31,10306
32,450
33,7747
34,4832
35,393
36,8771
37,9242
38,8265
39,10576
40,7621
41,8394
42,5715
43,492
44,8806
45,8257
46,7046
47,9349
48,338
49,2185
50,8377
51,5784
52,5088
53,2089
54,4562
55,3352
56,8738
57,2648
58,2137
59,1594
60,3107
61,4992
62,5482
63,2602
64,6482
65,5371
66,10387
67,10784
68,4260
69,8279
70,1647
71,8798
72,10515
73,8103
74,1602
75,4072
76,10650
77,2690
78,6076
79,6994
80,10530
81,5156
82,2656
83,8201
84,1456
85,2335
86,5654
87,8961
88,5691
89,4434
90,3205
91,6269
92,3549
93,3370
94,8086
95,8149
96,4224
97,1761
98,1583
99,5022
100,10717
101,10090
102,5216
103,3121
104,6448
105,8138
106,2430
107,5174
108,4536
109,5453
110,2930
111,2773
112,7825
113,4457
114,8884
115,2971
116,4300
117,3870
118,2517
119,10470
120,9561
121,5855
122,3741
123,4944
124,7020
125,8905
126,10774
127,1812
128,9540
129,7988
130,8477
131,9829
132,9455
133,9390
134,72
135,392
136,27
137,9202
138,6563
139,4237
140,2443
141,5021
142,2634
143,1942
144,10277
145,3774
146,2629
147,4355
148,5919
149,761
150,1394
151,3026
152,2468
153,474
154,3133
155,2280
156,1637
157,6848
158,4803
159,3839
160,934
161,10346
162,1649
163,9606
164,7609
165,3696
166,9500
167,10412
168,3481
169,3639
170,3243
171,8664
172,5422
173,1712
174,2025
175,9265
176,3621
177,5046
178,1890
179,8932
180,7951
181,781
182,1747
183,7567
184,8962
185,7142
186,7746
187,6743
188,7059
189,9703
190,8058
191,4004
192,3541
193,5218
194,5307
195,6705
196,4979
197,9017
198,592
199,239
200,9173
201,8221
202,4201
203,1140
204,10068
205,2340
206,9306
207,552
208,6654
209,4284
210,3836
211,7683
212,1514
213,3671
214,3197
215,8726
216,9216
217,1954
218,8745
219,6155
220,9605
221,10390
222,9689
223,3151
224,7058
225,8104
226,6502
227,752
228,8274
229,1506
230,9869
231,3992
232,8030
233,4273
234,10219
235,4337
236,8219
237,7684
238,7455
239,10780
240,278
241,4738
242,5247
243,7588
244,5820
245,9544
246,4936
247,480
248,355
249,1458
250,9470
251,4168
252,5852
253,5395
254,1491
255,2568
256,146
257,3975
258,1062
259,10706
260,3032
261,2920
262,7
263,10729
264,1714
265,7840
266,6484
267,8300
268,9464
269,2241
270,8437
271,3986
272,7033
273,8821
274,1958
275,3695
276,8369
277,7244
278,9068
279,3668
280,5405
281,10220
282,3120
283,10363
284,3700
285,1004
286,3082
287,213
288,512
289,1631
290,3135
291,7468
292,3553
293,3785
294,9964
295,6191
296,6230
297,4167
298,782
299,5161
300,10015
301,7615
302,3966
303,8375
304,9204
305,4714
306,6212
307,4110
308,6349
309,4696
310,4970
311,9434
312,7078
313,4350
314,7659
315,6674
316,8262
317,10492
318,2320
319,7338
320,8415
321,4633
322,4987
323,6581
324,7914
325,1360
326,10767
327,5205
328,1323
329,6977
330,2128
331,10170
332,9269
333,4674
334,4096
335,6352
336,10196
337,2473
338,4319
339,8568
340,9607
341,319
342,3356
343,1236
344,931
345,10487
346,5823
347,6840
348,7179
349,7673
350,9595
351,2311
352,414
353,2908
354,3479
355,8039
356,1069
357,7274
358,8498
359,3143
360,5382
361,6653
362,2261
363,9444
364,10282
365,2291
366,7053
367,4953
368,2453
369,98
370,3254
371,8107
372,3698
373,2732
374,7792
375,7291
376,3102
377,6560
378,2147
379,10122
380,5963
381,3530
382,8368
383,3096
384,2096
385,10783
386,380
387,106
388,1245
389,8116
390,10539
391,4430
392,3001
393,1437
394,8845
395,8017
396,10216
397,92
398,5897
399,8720
400,5539
401,7654
402,8878
403,7157
404,10542
405,1544
406,10582
407,1494
408,5140
409,5558
410,4551
411,4335
412,8325
413,4664
414,9235
415,10323
416,8824
417,9492
418,8350
419,3035
420,4573
421,6476
422,8495
423,937
424,9122
425,3783
426,2927
427,145
428,9578
429,5683
430,1972
431,6864
432,10489
433,4810
434,8584
435,2609
436,10088
437,1946
438,9415
439,843
440,7847
441,529
442,1690
443,3906
444,5789
445,8302
446,5388
447,10061
448,1138
449,6481
450,4561
451,3289
452,5412
453,4312
454,9875
455,3823
456,6060
457,1810
458,3788
459,1174
460,6063
461,10635
462,1225
463,10781
464,6501
465,7580
466,9792
467,7105
468,1385
469,10675
470,1073
471,3296
472,2710
473,9006
474,7144
475,3760
476,5588
477,2163
478,565
479,7598
480,5533
481,3548
482,3134
483,8557
484,1190
485,10646
486,4698
487,257
488,5093
489,2606
490,4570
491,6041
492,6856
493,3770
494,4612
495,5552
496,5511
497,7235
498,4486
499,1775
500,3086
501,717
502,4969
503,651
504,5284
505,8850
506,10407
507,7388
508,1123
509,1840
510,750
511,4112
512,9256
513,8506
514,8167
515,9487
516,6675
517,8958
518,4419
519,2514
520,74
521,7843
522,2615
523,7995
524,2622
525,10667
526,8099
527,7189
528,7526
529,3017
530,6384
531,8118
532,6934
533,8367
534,3000
535,8727
536,3065
537,1717
538,5349
539,10672
540,1254
541,7767
542,9920
543,9123
544,7606
545,1088
546,1848
547,620
548,6221
549,10750
550,6835
551,8619
552,9209
553,7943
554,9069
555,4694
556,6665
557,8011
558,9741
559,5179
560,7464
561,4733
562,2258
563,6778
564,6815
565,1928
566,4607
567,10770
568,910
569,9912
570,7403
571,4060
572,2637
573,10790
574,5481
575,9418
576,3625
577,2535
578,2304
579,646
580,9604
581,10225
582,7456
583,4218
584,3156
585,2769
586,8020
587,10562
588,7834
589,799
590,6072
591,4478
592,5457
593,7019
594,6034
595,10233
596,5327
597,6160
598,4581
599,6287
600,9721
601,7271
602,3329
603,5153
604,2913
605,4751
606,7150
607,1845
608,9567
609,9379
610,6906
611,7774
612,7525
613,561
614,1539
615,5249
616,4121
617,5224
618,1092
619,6225
620,6337
621,9221
622,10000
623,1113
624,3374
625,5069
626,8294
627,7940
628,912
629,4014
630,8329
631,6552
632,1390
633,983
634,5643
635,1377
636,6121
637,8795
638,3946
639,9919
640,9158
641,1704
642,2816
643,9851
644,6656
645,5646
646,2975
647,3842
648,7050
649,9559
650,510
651,1483
652,10188
653,602
654,5263
655,8049
656,1020
657,1432
658,8915
659,9601
660,2921
661,2969
662,6801
663,1414
664,7420
665,3733
666,10153
667,30
668,4200
669,2960
670,9391
671,7392
672,3969
673,3084
674,10073
675,7579
676,9088
677,3732
678,6227
679,2450
680,655
681,1197
682,2112
683,4342
684,3180
685,9690
686,10733
687,7828
688,8786
689,7905
690,5746
691,10182
692,2851
693,3410
694,1526
695,9
696,731
697,7287
698,5411
699,1450
700,8305
701,9334
702,137
703,4752
704,2094
705,2250
706,8531
707,8736
708,619
709,4409
710,7614
711,4978
712,5813
713,2119
714,7770
715,4195
716,5007
717,7739
718,8378
719,9097
720,7709
721,9247
722,6693
723,9890
724,1371
725,1889
726,9005
727,7979
728,10522
729,10621
730,5462
731,792
732,4740
733,6009
734,3582
735,3167
736,2880
737,3900
738,10449
739,8523
740,7398
741,1665
742,5012
743,10298
744,2941
745,9488
746,8881
747,9141
748,3837
749,3824
750,7827
751,5939
752,3363
753,8181
754,10215
755,7205
756,5611
757,4299
758,4027
759,360
760,2050
761,10587
762,2800
763,112
764,7024
765,118
766,2829
767,4026
768,3235
769,6237
