,0
0,6
1,88
2,29
3,59
4,341
5,121
6,11
7,134
8,68
9,63
10,137
11,189
12,160
13,70
14,19
15,154
16,8
17,36
18,82
19,156
20,103
21,7
22,140
23,84
24,50
25,221
26,18
27,192
28,176
29,252
30,200
31,276
32,272
33,32
34,43
35,237
36,98
37,207
38,169
39,96
40,31
41,37
42,378
43,196
44,304
45,222
46,99
47,223
48,338
49,281
50,66
51,34
52,175
53,286
54,127
55,308
56,64
57,132
58,473
59,227
60,179
61,215
62,229
63,42
64,550
65,336
66,264
67,600
68,332
69,188
70,554
71,243
72,310
73,531
74,205
75,46
76,289
77,423
78,139
79,476
80,108
81,165
82,203
83,312
84,242
85,125
86,369
87,529
88,354
89,100
90,376
91,487
92,494
93,183
94,387
95,228
96,216
97,434
98,146
99,297
100,105
101,201
102,259
103,71
104,168
105,15
106,425
107,734
108,251
109,130
110,224
111,155
112,346
113,410
114,599
115,76
116,523
117,17
118,95
119,504
120,345
121,285
122,424
123,78
124,197
125,302
126,218
127,630
128,840
129,391
130,117
131,23
132,231
133,115
134,173
135,239
136,441
137,39
138,569
139,292
140,120
141,315
142,353
143,445
144,305
145,389
146,337
147,230
148,459
149,628
150,416
151,432
152,270
153,399
154,157
155,349
156,408
157,472
158,534
159,636
160,559
161,61
162,501
163,318
164,648
165,394
166,780
167,437
168,274
169,464
170,463
171,612
172,574
173,547
174,878
175,482
176,56
177,674
178,571
179,268
180,418
181,262
182,402
183,794
184,646
185,481
186,490
187,738
188,532
189,350
190,686
191,684
192,561
193,601
194,525
195,428
196,540
197,577
198,467
199,427
200,406
201,653
202,335
203,706
204,735
205,854
206,578
207,255
208,591
209,775
210,102
211,603
212,556
213,639
214,356
215,746
216,613
217,804
218,249
219,967
220,293
221,544
222,669
223,728
224,594
225,25
226,864
227,951
228,365
229,640
230,693
231,650
232,342
233,634
234,938
235,698
236,177
237,299
238,380
239,191
240,929
241,515
242,610
243,510
244,40
245,655
246,678
247,805
248,732
249,995
250,618
251,757
252,891
253,211
254,790
255,918
256,821
257,718
258,872
259,182
260,689
261,666
262,741
263,842
264,816
265,548
266,905
267,879
268,753
269,448
270,214
271,595
272,859
273,1094
274,827
275,978
276,643
277,688
278,811
279,282
280,957
281,680
282,159
283,54
284,833
285,651
286,549
287,835
288,962
289,694
290,814
291,1069
292,966
293,1244
294,1064
295,926
296,687
297,946
298,1177
299,101
300,800
301,307
302,781
303,1039
304,958
305,1108
306,404
307,690
308,970
309,1024
310,1010
311,812
312,1068
313,1112
314,756
315,787
316,920
317,953
318,730
319,853
320,1008
321,456
322,1097
323,1071
324,524
325,1202
326,961
327,823
328,876
329,1084
330,796
331,1207
332,848
333,1047
334,1291
335,1001
336,1116
337,1117
338,1031
339,1026
340,1161
341,889
342,589
343,1049
344,1118
345,1345
346,358
347,51
348,128
349,980
350,760
351,1416
352,1339
353,1119
354,810
355,1095
356,1131
357,1126
358,948
359,124
360,1323
361,1262
362,739
363,986
364,1383
365,1380
366,1250
367,916
368,1311
369,1407
370,1415
371,890
372,13
373,1028
374,1137
375,1341
376,1313
377,670
378,873
379,1160
380,77
381,1092
382,882
383,1266
384,1342
385,1286
386,1025
387,1568
388,1384
389,1566
390,1395
391,1181
392,1057
393,477
394,605
395,1141
396,1452
397,1261
398,1336
399,1121
400,870
401,691
402,1179
403,1254
404,1223
405,204
406,1493
407,915
408,1379
409,1612
410,663
411,1382
412,1205
413,48
414,1418
415,1038
416,724
417,1408
418,1337
419,1321
420,1303
421,1414
