,0
0,153
1,83
2,209
3,561
4,1239
5,233
6,479
7,190
8,1376
9,810
10,42
11,968
12,210
13,290
14,172
15,254
16,1709
17,743
18,858
19,406
20,877
21,1826
22,1671
23,2159
24,2964
25,2098
26,2855
27,2546
28,235
29,283
30,410
31,2548
32,2586
33,1903
34,176
35,2356
36,964
37,2886
38,1228
39,2108
40,1168
41,2877
42,2676
43,677
44,1481
45,2376
46,378
47,1701
48,423
49,1450
50,1357
51,2212
52,3641
53,2754
54,4244
55,2893
56,1844
57,13
58,1297
59,3791
60,956
61,3353
62,1016
63,1811
64,5614
65,2979
66,5881
67,2925
68,1460
69,3812
70,1636
71,100
72,825
73,647
74,4251
75,1038
76,4885
77,722
78,3985
79,2503
80,1822
81,356
82,1506
83,2889
84,2447
85,48
86,1231
87,723
88,1394
89,3983
90,4596
91,1218
92,2629
93,1363
94,5018
95,2261
96,1463
97,1333
98,3650
99,187
100,3329
101,3320
102,2289
103,1634
104,3090
105,997
106,1888
107,3110
108,1905
109,1894
110,2152
111,1267
112,3829
113,1681
114,2030
115,643
116,2497
117,2552
118,541
119,819
120,2645
121,3855
122,107
123,1343
124,1083
125,2640
126,211
127,362
128,1424
129,1104
130,2543
131,1553
132,480
133,162
134,1577
135,386
136,2057
137,713
138,1170
139,67
140,333
141,8
142,495
143,1913
144,1474
145,1408
146,2110
147,143
148,1405
149,833
150,1270
151,764
152,2361
153,466
154,3068
155,3517
156,518
157,1471
158,734
159,4120
160,601
161,420
162,702
163,1044
164,1510
165,5092
166,1205
167,1795
168,1679
169,331
170,4627
171,639
172,3356
173,1982
174,849
175,1198
176,1790
177,3690
178,1034
179,3217
180,4286
181,2401
182,3155
183,2832
184,4168
185,676
186,1991
187,2033
188,3328
189,2661
190,2574
191,5306
192,2672
193,3136
194,2938
195,4065
196,3529
197,1648
198,1852
199,2083
200,1630
201,2223
202,2596
203,1505
204,3010
205,5623
206,2249
207,1973
208,2345
209,4230
210,4424
211,4081
212,3818
213,3871
214,332
215,4402
216,2000
217,615
218,387
219,4097
220,977
221,1882
222,3053
223,2909
224,3201
225,3728
226,1385
227,2020
228,3316
229,2154
230,1339
231,809
232,4313
233,2338
234,3676
235,1755
236,2741
237,3076
238,897
239,5393
240,1147
241,1665
242,2272
243,5958
244,641
245,3381
246,4662
247,3367
248,2566
249,3031
250,4052
251,4085
252,4685
253,2419
254,1417
255,72
256,4304
257,1574
258,2101
259,3995
260,2502
261,3734
262,3450
263,4446
264,4659
265,4526
266,2592
267,3756
268,2767
269,5403
270,462
271,5880
272,3813
273,2774
274,2442
275,5133
276,2717
277,3557
278,4226
279,3760
280,3862
281,1114
282,3769
283,3483
284,5007
285,3844
286,2279
287,3958
288,4002
289,3199
290,64
291,4162
292,4785
293,5074
294,4100
295,3531
296,4
297,3507
298,4315
299,2224
300,5464
301,787
302,2239
303,4185
304,3274
305,4306
306,4222
307,1230
308,6123
309,3776
310,5331
311,452
312,903
313,4801
314,4029
315,3413
316,5115
317,76
318,4266
319,5205
320,4150
321,4176
322,3555
323,5850
324,6764
325,6265
326,5434
327,4525
328,3454
329,3974
330,6794
331,4915
332,4874
333,2777
334,4291
335,5438
336,4190
337,6770
338,6180
339,6470
340,4073
341,3334
342,3467
343,3091
344,4706
345,4231
346,4020
347,6184
348,6432
349,3096
350,5643
351,6945
352,5888
353,4987
354,6072
355,5921
356,6989
357,5087
358,2981
359,6095
360,5827
361,4114
362,1434
363,2111
364,5444
365,2748
366,5006
367,131
368,4667
369,5352
370,5948
371,6115
372,7569
373,6215
374,6467
375,572
376,5802
377,4206
378,4122
379,5187
380,7183
381,7891
382,2677
383,3735
384,3158
385,267
386,6971
387,4264
388,6144
389,6083
390,5386
391,6200
392,2977
393,5800
394,7074
395,7966
396,4204
397,8218
398,5823
399,1033
400,4538
401,3025
402,4060
403,5675
404,7691
405,1058
406,3648
407,7494
408,5904
409,7000
410,5248
411,7527
412,5737
413,6217
414,6245
415,5089
416,6595
417,1146
418,6674
419,6559
420,4720
421,5131
422,7458
423,6748
424,2858
425,7830
426,8048
427,3649
428,4524
429,4791
430,7265
431,5973
432,7907
433,8138
434,4841
435,788
436,7005
437,2749
438,5357
439,3750
440,4641
441,5253
442,5520
443,7113
444,5932
445,7399
446,442
447,7474
448,7261
449,5992
450,5555
451,6344
452,7967
453,3345
454,5843
455,6438
456,5867
457,2365
458,7212
459,7134
460,6984
461,7445
462,4947
463,7500
464,1963
465,6489
466,5333
467,5492
468,7264
469,6889
470,7543
471,6866
472,7959
473,7246
474,7379
475,8372
476,7976
477,6226
478,8619
479,7443
480,6371
481,4954
482,4374
483,3528
484,5658
485,8472
486,7326
487,7250
488,7313
489,7689
490,3636
491,1724
492,7555
493,9223
494,2074
495,3475
496,8273
497,7970
498,4965
499,144
500,6055
501,6330
502,6622
503,8403
504,7402
505,1728
506,6660
507,771
508,9882
509,9080
510,9471
511,10448
512,6887
513,8690
514,7671
515,10551
516,7332
517,8531
518,7731
519,7579
520,7808
521,8191
522,6627
523,8079
524,9150
525,8275
526,8668
527,10798
528,4917
529,3288
530,8277
531,4955
532,8815
533,7589
534,7467
535,9375
536,8347
537,7900
538,8825
539,9894
540,6586
541,9286
542,7662
543,6161
544,7927
545,9116
546,5661
547,8220
548,10139
549,7590
550,7597
551,7999
552,10196
553,8995
554,1032
555,9696
556,7211
557,9216
558,2234
559,9736
560,9598
561,9176
562,791
563,4708
564,8078
565,8358
566,7721
567,8859
568,9415
569,6499
570,7748
571,8557
572,8530
573,9240
574,9932
575,8294
576,7542
577,7902
578,4068
579,8148
580,5514
581,8912
582,7806
583,5103
584,7755
585,10766
586,8096
587,10237
588,10296
589,10509
590,5633
591,10163
592,7585
593,8479
594,4054
595,10097
596,9266
597,8952
598,3055
599,9386
600,7166
601,9685
602,7196
603,9975
604,8223
605,8757
606,8348
607,7935
608,10275
609,10308
610,9400
611,9194
612,10007
613,8478
614,9098
615,10781
616,5257
617,9542
618,7631
619,4546
620,407
621,10411
622,10536
623,10568
624,10198
625,6288
626,8227
627,7181
628,8386
629,920
630,10606
631,10268
632,7826
633,9044
634,1917
635,10736
636,10789
637,8705
638,3873
639,10248
640,5907
641,10452
642,9618
643,3298
644,7539
645,5198
646,10784
647,7771
648,9275
649,10575
650,10748
651,10421
652,10152
653,10638
654,10715
655,9558
656,10730
657,8828
658,7571
659,6961
660,9586
661,10571
662,10627
663,5054
664,9557
665,8439
666,10051
667,9859
668,6631
669,1779
670,7751
671,9848
672,9215
673,9838
674,10764
675,10563
676,2115
677,10633
678,10419
679,7958
680,3442
681,8671
682,4995
683,10704
684,10510
685,4824
686,10396
687,8361
688,8745
689,7728
690,10273
691,411
692,6798
693,5387
694,8018
695,8357
696,796
697,4905
698,238
699,9912
700,3651
701,9178
702,9997
703,9110
704,9611
705,1465
706,9587
707,1714
708,9481
709,5116
710,10446
711,5999
712,4420
713,6277
714,6266
715,6222
716,10206
717,7885
718,8117
719,8082
720,10780
721,10473
722,7368
723,5984
724,8717
725,9474
726,4319
727,9690
728,7788
729,8391
730,2308
731,9244
732,3429
733,2218
734,9902
735,9784
736,7541
737,5193
738,8929
739,5822
740,9592
741,5375
742,9070
743,8803
744,2632
745,3848
746,4767
747,8573
748,8598
749,10567
750,9907
751,8882
752,8715
753,8438
754,9127
755,9834
756,10770
757,6841
