,0
0,370
1,1220
2,1124
3,3526
4,734
5,1383
6,37
7,3023
8,77
9,210
10,984
11,136
12,993
13,1127
14,1581
15,363
16,765
17,81
18,905
19,910
20,921
21,237
22,8
23,205
24,1707
25,1236
26,264
27,338
28,700
29,384
30,2213
31,1046
32,1394
33,1094
34,138
35,45
36,477
37,2818
38,1178
39,1471
40,221
41,884
42,492
43,1442
44,1418
45,91
46,421
47,882
48,751
49,1760
50,902
51,633
52,97
53,763
54,1104
55,824
56,1173
57,793
58,656
59,1561
60,2460
61,365
62,177
63,1745
64,2032
65,1141
66,1604
67,2278
68,106
69,688
70,354
71,1647
72,2616
73,1432
74,11
75,415
76,872
77,2498
78,165
79,2423
80,886
81,2624
82,1542
83,1489
84,2317
85,2358
86,575
87,28
88,2379
89,422
90,808
91,2099
92,3987
93,76
94,14
95,1373
96,3325
97,2102
98,1661
99,296
100,1229
101,2911
102,478
103,706
104,4413
105,2753
106,361
107,3318
108,1720
109,2991
110,3442
111,1676
112,2629
113,88
114,4057
115,227
116,1180
117,1618
118,1513
119,3045
120,7252
121,2737
122,4125
123,2513
124,3444
125,4438
126,2093
127,272
128,5094
129,1670
130,2445
131,3081
132,2057
133,3795
134,4909
135,1724
136,2657
137,4235
138,6589
139,1115
140,4068
141,2809
142,4035
143,4242
144,3600
145,2537
146,4632
147,4106
148,5192
149,6622
150,3967
151,5389
152,2150
153,3552
154,426
155,3811
156,2434
157,4170
158,6896
159,2967
160,4172
161,5253
162,5994
163,1913
164,4478
165,5079
166,4951
167,1238
168,1854
169,2938
170,3617
171,3311
172,474
173,1831
174,289
175,5558
176,3102
177,3267
178,2052
179,1734
180,1344
181,4052
182,820
183,2341
184,3280
185,2148
186,379
187,4653
188,3731
189,5745
190,4791
191,5419
192,1057
193,154
194,5847
195,5637
196,3126
197,4882
198,717
199,2260
200,4213
201,1159
202,5148
203,922
204,6749
205,2578
206,4222
207,6091
208,1280
209,2990
210,2761
211,4701
212,4954
213,5818
214,1586
215,6248
216,4304
217,2533
218,1783
219,3808
220,4357
221,1148
222,5232
223,508
224,2466
225,431
226,2607
227,831
228,4162
229,2644
230,663
231,3012
232,3346
233,3290
234,234
235,2964
236,339
237,3166
238,4978
239,3336
240,5425
241,1213
242,591
243,3958
244,3704
245,1310
246,1420
247,8337
248,2711
249,1126
250,68
251,1896
252,5210
253,3720
254,393
255,1817
256,5727
257,3661
258,5989
259,4273
260,3629
261,1479
262,1283
263,2492
264,1053
265,1798
266,791
267,775
268,912
269,2998
270,464
271,3500
272,2040
273,2559
274,4494
275,1435
276,147
277,3828
278,3858
279,337
280,1861
281,757
282,4877
283,4303
284,2924
285,3630
286,5908
287,3440
288,4027
289,786
290,5577
291,3633
292,6378
293,2699
294,1820
295,5332
296,2404
297,4796
298,5677
299,112
300,4108
301,3207
302,2509
303,2727
304,4083
305,5008
306,4760
307,5052
308,1685
309,2440
310,1795
311,6462
312,3320
313,1062
314,3940
315,5124
316,2582
317,5026
318,3570
319,4798
320,5520
321,6426
322,4037
323,4251
324,4221
325,4591
326,4637
327,5229
328,1638
329,1095
330,4099
331,5262
332,3146
333,5355
334,5800
335,6551
336,7366
337,7658
338,6194
339,4039
340,4050
341,3087
342,1808
343,2299
344,4287
345,1984
346,4785
347,6461
348,4362
349,2108
350,7174
351,5440
352,6883
353,5981
354,6079
355,3082
356,7248
357,5336
358,5082
359,4680
360,2223
361,4150
362,5193
363,2963
364,737
365,6068
366,5199
367,6138
368,5830
369,5302
370,4193
371,6274
372,3941
373,6731
374,7533
375,3136
376,2485
377,2845
378,3622
379,3359
380,6796
381,5338
382,7317
383,3125
384,2922
385,5370
386,1512
387,4700
388,1900
389,4961
390,1729
391,5900
392,1206
393,7432
394,4071
395,1923
396,5625
397,1516
398,3674
399,4015
400,6177
401,5874
402,3980
403,927
404,2347
405,2033
406,4824
407,1075
408,71
409,6778
410,4200
411,4844
412,3379
413,7879
414,4110
415,5311
416,3857
417,1888
418,6998
419,7582
420,7236
421,1072
422,5139
423,2224
424,2497
425,211
426,1050
427,5267
428,1482
429,5441
430,4045
431,2083
432,4338
433,4623
434,5013
435,7327
436,7484
437,3693
438,7423
439,4390
440,6943
441,4993
442,5397
443,3060
444,5970
445,5943
446,4064
447,6755
448,5437
449,3285
450,6608
451,146
452,7232
453,5885
454,7107
455,8380
456,7545
457,7211
458,2232
459,5903
460,5391
461,3796
462,4679
463,7722
464,6788
465,7590
466,6983
467,8020
468,6532
469,8086
470,8962
471,7684
472,7749
473,7127
474,7431
475,7254
476,7715
477,6255
478,7802
479,5802
480,6861
481,3846
482,6427
483,7727
484,5231
485,7819
486,8670
487,5833
488,7886
489,7682
490,7800
491,5459
492,2127
493,3457
494,5799
495,7427
496,7752
497,7021
498,6189
499,3971
500,6988
501,7381
502,4018
503,8200
504,10798
505,6335
506,7253
507,9626
508,7960
509,9831
510,3067
511,7570
512,8357
513,7583
514,8000
515,7201
516,7340
517,7979
518,6110
519,7443
520,5912
521,5822
522,7532
523,4520
524,7781
525,6171
526,5446
527,7920
528,8083
529,4053
530,2060
531,9556
532,3509
533,8228
534,9263
535,3841
536,9131
537,3755
538,8712
539,7544
540,5014
541,8679
542,7454
543,8866
544,8284
545,9217
546,8303
547,3401
548,6237
549,9488
550,8949
551,7799
552,8265
553,9141
554,9911
555,7275
556,9194
557,8444
558,8825
559,7654
560,5572
561,9213
562,7998
563,2367
564,7068
565,9852
566,7723
567,1010
568,7602
569,9166
570,8785
571,9790
572,8724
573,2110
574,9150
575,3775
576,6277
577,8514
578,7463
579,1457
580,8360
581,10463
582,5839
583,3801
584,10572
585,10748
586,5360
587,8287
588,9416
589,8807
590,8237
591,10555
592,4294
593,559
594,6209
595,4298
596,8628
597,10384
598,10060
599,7577
600,9606
601,3414
602,8147
603,9389
604,10153
605,9892
606,9020
607,6999
608,1982
609,9400
610,8259
611,3683
612,6024
613,4662
614,8488
615,8157
616,7880
617,5039
618,10666
619,7973
620,7041
621,10735
622,7251
623,10759
624,6230
625,3537
626,9238
627,9857
628,8368
629,10729
630,6118
631,603
632,10015
633,9112
634,8481
635,7623
636,9308
637,10782
638,10174
639,9530
640,2572
641,8472
642,10712
643,2553
644,10106
645,7895
646,6619
647,7620
648,10571
649,8394
650,5878
651,6231
652,411
653,8356
654,6380
655,6266
656,10276
657,4764
658,9491
659,10608
660,10260
661,10343
662,4960
663,5077
664,10635
665,10422
666,9541
667,9692
668,8832
669,10766
670,8201
671,9297
672,10316
673,7827
674,8230
675,3539
676,6887
677,5626
678,10430
679,6911
680,7943
681,10781
682,8159
683,9095
684,9004
685,10482
686,10456
687,2848
688,3948
689,10248
690,9983
691,10628
692,2310
693,10360
694,8903
695,7969
696,10176
