,0
0,0
1,1
2,2
3,3
4,4
5,5
6,7
7,10
8,11
9,12
10,13
11,14
12,15
13,16
14,18
15,19
16,20
17,21
18,22
19,23
20,24
21,25
22,26
23,27
24,28
25,29
26,31
27,32
28,33
29,34
30,35
31,36
32,37
33,38
34,39
35,40
36,41
37,42
38,43
39,44
40,45
41,46
42,47
43,48
44,49
45,50
46,51
47,52
48,53
49,54
50,55
51,56
52,57
53,58
54,59
55,60
56,61
57,62
58,63
59,66
60,67
61,68
62,71
63,72
64,73
65,74
66,75
67,76
68,77
69,78
70,79
71,80
72,82
73,83
74,84
75,85
76,86
77,88
78,89
79,90
80,91
81,92
82,93
83,94
84,95
85,96
86,97
87,98
88,99
89,100
90,101
91,102
92,103
93,104
94,105
95,106
96,108
97,109
98,110
99,111
100,112
101,113
102,114
103,115
104,116
105,117
106,118
107,120
108,122
109,123
110,124
111,125
112,126
113,127
114,128
115,129
116,130
117,131
118,132
119,133
120,134
121,135
122,136
123,137
124,138
125,139
126,140
127,141
128,142
129,143
130,144
131,145
132,146
133,147
134,148
135,149
136,150
137,151
138,152
139,154
140,155
141,156
142,157
143,158
144,159
145,160
146,161
147,162
148,163
149,164
150,165
151,166
152,167
153,168
154,169
155,170
156,171
157,172
158,173
159,174
160,175
161,176
162,177
163,179
164,180
165,181
166,183
167,184
168,185
169,186
170,187
171,188
172,189
173,190
174,191
175,192
176,193
177,194
178,195
179,196
180,197
181,198
182,199
183,200
184,201
185,202
186,203
187,205
188,206
189,207
190,208
191,209
192,210
193,211
194,212
195,213
196,214
197,216
198,217
199,218
200,219
201,220
202,221
203,222
204,223
205,224
206,225
207,226
208,227
209,228
210,230
211,231
212,232
213,233
214,235
215,236
216,237
217,238
218,239
219,240
220,241
221,242
222,243
223,244
224,245
225,246
226,247
227,248
228,249
229,250
230,251
231,252
232,253
233,254
234,255
235,256
236,257
237,258
238,259
239,260
240,261
241,262
242,263
243,264
244,265
245,266
246,267
247,269
248,271
249,272
250,274
251,275
252,276
253,277
254,278
255,279
256,281
257,282
258,283
259,284
260,285
261,286
262,287
263,288
264,289
265,290
266,291
267,292
268,293
269,294
270,295
271,296
272,298
273,299
274,301
275,302
276,303
277,304
278,305
279,306
280,307
281,308
282,309
283,310
284,311
285,312
286,313
287,315
288,317
289,318
290,319
291,320
292,321
293,322
294,325
295,326
296,327
297,328
298,329
299,330
300,331
301,332
302,333
303,334
304,335
305,336
306,337
307,338
308,339
309,341
310,342
311,343
312,344
313,345
314,346
315,348
316,349
317,350
318,351
319,352
320,353
321,354
322,355
323,356
324,357
325,358
326,360
327,361
328,362
329,363
330,364
331,365
332,366
333,367
334,368
335,369
336,370
337,371
338,372
339,373
340,374
341,375
342,376
343,377
344,380
345,381
346,382
347,383
348,384
349,385
350,386
351,387
352,388
353,389
354,390
355,391
356,392
357,393
358,395
359,396
360,397
361,398
362,399
363,400
364,401
365,402
366,403
367,404
368,405
369,406
370,407
371,408
372,409
373,410
374,411
375,412
376,413
377,415
378,416
379,417
380,418
381,419
382,420
383,421
384,422
385,423
386,424
387,425
388,427
389,428
390,429
391,430
392,431
393,432
394,434
395,435
396,436
397,437
398,438
399,439
400,441
401,442
402,443
403,444
404,445
405,446
406,447
407,448
408,449
409,450
410,451
411,452
412,453
413,454
414,455
415,456
416,457
417,458
418,459
419,460
420,461
421,463
422,464
423,465
424,466
425,467
426,468
427,469
428,470
429,473
430,474
431,475
432,476
433,477
434,478
435,479
436,480
437,481
438,482
439,484
440,485
441,486
442,487
443,488
444,489
445,490
446,491
447,492
448,493
449,494
450,495
451,496
452,497
453,498
454,499
455,500
456,501
457,502
458,503
459,504
460,506
461,507
462,508
463,509
464,510
465,511
466,512
467,513
468,514
469,515
470,516
471,517
472,518
473,519
474,520
475,521
476,522
477,523
478,524
479,525
480,526
481,527
482,528
483,529
484,530
485,531
486,535
487,536
488,537
489,538
490,539
491,540
492,541
493,542
494,543
495,544
496,545
497,546
498,547
499,548
500,549
501,550
502,551
503,552
504,553
505,554
506,556
507,557
508,558
509,559
510,560
511,561
512,562
513,563
514,564
515,565
516,566
517,567
518,568
519,570
520,571
521,572
522,573
523,574
524,575
525,576
526,578
527,579
528,580
529,582
530,583
531,584
532,585
533,586
534,587
535,588
536,589
537,590
538,591
539,592
540,593
541,594
542,595
543,597
544,598
545,599
546,600
547,601
548,602
549,603
550,604
551,605
552,606
553,607
554,608
555,609
556,610
557,612
558,613
559,614
560,615
561,616
562,617
563,618
564,619
565,620
566,621
567,622
568,623
569,624
570,625
571,626
572,627
573,628
574,629
575,631
576,632
577,633
578,634
579,635
580,636
581,637
582,638
583,639
584,640
585,641
586,642
587,643
588,644
589,646
590,647
591,648
592,649
593,650
594,651
595,652
596,653
597,654
598,655
599,656
600,657
601,658
602,659
603,660
604,661
605,662
606,663
607,664
608,666
609,667
610,668
611,669
612,670
613,671
614,672
615,673
616,674
617,675
618,676
619,677
620,678
621,679
622,680
623,681
624,684
625,685
626,686
627,687
628,688
629,689
630,690
631,691
632,693
633,694
634,695
635,696
636,697
637,698
638,699
639,700
640,701
641,702
642,704
643,705
644,706
645,707
646,708
647,709
648,710
649,711
650,712
651,714
652,715
653,717
654,718
655,719
656,720
657,721
658,722
659,723
660,724
661,725
662,726
663,727
664,728
665,729
666,730
667,731
668,732
669,733
670,734
671,735
672,736
673,737
674,738
675,739
676,740
677,741
678,742
679,744
680,745
681,746
682,748
683,749
684,751
685,752
686,753
687,754
688,755
689,756
690,757
691,759
692,760
693,761
694,762
695,763
696,764
697,765
698,767
699,769
700,770
701,772
702,773
703,774
704,777
705,778
706,779
707,780
708,781
709,782
710,783
711,784
712,785
713,786
714,787
715,788
716,789
717,790
718,792
719,793
720,794
721,795
722,796
723,797
724,799
725,800
726,801
727,802
728,803
729,804
730,805
731,806
732,807
733,809
734,810
735,811
736,812
737,813
738,814
739,815
740,816
741,817
742,818
743,820
744,821
745,822
746,823
747,825
748,826
749,827
750,828
751,830
752,831
753,832
754,833
755,834
756,835
757,836
758,837
759,838
760,839
761,842
762,843
763,844
764,845
765,846
766,847
767,848
768,849
769,850
770,851
771,852
772,853
773,854
774,855
775,856
776,857
777,858
778,859
779,860
780,861
781,862
782,863
783,864
784,865
785,866
786,867
787,868
788,869
789,870
790,871
791,872
792,873
793,874
794,875
795,876
796,877
797,878
798,879
799,880
800,881
801,882
802,883
803,884
804,885
805,886
806,887
807,889
808,890
809,891
810,892
811,893
812,894
813,895
814,896
815,897
816,898
817,899
818,901
819,902
820,903
821,904
822,905
823,906
824,907
825,908
826,909
827,910
828,911
829,912
830,913
831,914
832,915
833,916
834,917
835,918
836,919
837,920
838,921
839,922
840,923
841,925
842,926
843,927
844,928
845,929
846,930
847,931
848,933
849,934
850,935
851,936
852,937
853,938
854,939
855,940
856,941
857,942
858,943
859,944
860,947
861,948
862,949
863,950
864,952
865,954
866,955
867,956
868,957
869,958
870,959
871,960
872,961
873,962
874,963
875,964
876,965
877,966
878,967
879,968
880,969
881,970
882,971
883,972
884,974
885,975
886,976
887,977
888,978
889,979
890,980
891,981
892,982
893,984
894,985
895,986
896,987
897,988
898,989
899,990
900,992
901,994
902,995
903,996
904,997
905,998
906,999
907,1000
908,1001
909,1002
910,1003
911,1004
912,1005
913,1006
914,1007
915,1008
916,1009
917,1010
918,1011
919,1015
920,1016
921,1017
922,1019
923,1020
924,1021
925,1022
926,1023
927,1024
928,1025
929,1026
930,1027
931,1028
932,1029
933,1030
934,1032
935,1033
936,1034
937,1035
938,1037
939,1039
940,1040
941,1041
942,1042
943,1043
944,1044
945,1045
946,1046
947,1048
948,1050
949,1051
950,1052
951,1053
952,1054
953,1056
954,1057
955,1058
956,1059
957,1060
958,1061
959,1062
960,1064
961,1065
962,1066
963,1067
964,1068
965,1069
966,1070
967,1071
968,1073
969,1074
970,1075
971,1076
972,1077
973,1078
974,1080
975,1081
976,1082
977,1083
978,1084
979,1085
980,1086
981,1087
982,1089
983,1090
984,1091
985,1092
986,1093
987,1094
988,1095
989,1097
990,1098
991,1099
992,1100
993,1101
994,1102
995,1103
996,1105
997,1106
998,1107
999,1108
1000,1109
1001,1110
1002,1111
1003,1112
1004,1113
1005,1114
1006,1115
1007,1116
1008,1118
1009,1119
1010,1120
1011,1121
1012,1122
1013,1123
1014,1124
1015,1125
1016,1126
1017,1128
1018,1129
1019,1130
1020,1131
1021,1132
1022,1133
1023,1134
1024,1135
1025,1136
1026,1137
1027,1138
1028,1139
1029,1140
1030,1141
1031,1142
1032,1143
1033,1144
1034,1145
1035,1146
