,0
0,0
1,1
2,2
3,3
4,4
5,6
6,7
7,8
8,9
9,10
10,11
11,12
12,15
13,17
14,18
15,20
16,21
17,22
18,23
19,24
20,25
21,26
22,27
23,28
24,29
25,30
26,31
27,32
28,33
29,34
30,35
31,36
32,37
33,38
34,39
35,40
36,41
37,42
38,43
39,46
40,48
41,49
42,50
43,51
44,53
45,54
46,55
47,56
48,58
49,59
50,60
51,61
52,62
53,63
54,64
55,65
56,66
57,67
58,68
59,69
60,70
61,71
62,72
63,73
64,75
65,76
66,77
67,78
68,79
69,81
70,82
71,83
72,84
73,85
74,86
75,87
76,88
77,89
78,90
79,91
80,93
81,94
82,95
83,96
84,97
85,98
86,99
87,100
88,101
89,102
90,103
91,104
92,105
93,106
94,107
95,108
96,109
97,110
98,112
99,113
100,114
101,115
102,116
103,117
104,118
105,119
106,120
107,122
108,123
109,125
110,126
111,127
112,128
113,129
114,130
115,131
116,133
117,134
118,135
119,136
120,137
121,138
122,139
123,140
124,141
125,142
126,143
127,144
128,145
129,146
130,147
131,148
132,149
133,150
134,151
135,152
136,153
137,154
138,155
139,156
140,157
141,158
142,159
143,160
144,161
145,162
146,163
147,164
148,165
149,166
150,167
151,168
152,169
153,170
154,171
155,172
156,173
157,177
158,178
159,180
160,181
161,182
162,183
163,184
164,185
165,186
166,187
167,188
168,189
169,190
170,191
171,192
172,193
173,194
174,195
175,196
176,197
177,199
178,200
179,201
180,202
181,203
182,205
183,206
184,207
185,208
186,209
187,210
188,211
189,212
190,213
191,215
192,216
193,217
194,218
195,219
196,220
197,221
198,222
199,223
200,224
201,225
202,226
203,227
204,228
205,229
206,230
207,232
208,233
209,234
210,235
211,236
212,238
213,240
214,241
215,242
216,243
217,244
218,245
219,246
220,248
221,249
222,250
223,251
224,252
225,253
226,254
227,255
228,256
229,257
230,258
231,259
232,260
233,261
234,263
235,264
236,265
237,266
238,267
239,268
240,269
241,270
242,271
243,273
244,274
245,275
246,276
247,277
248,278
249,280
250,281
251,282
252,283
253,284
254,285
255,286
256,287
257,288
258,289
259,290
260,291
261,292
262,293
263,294
264,295
265,296
266,298
267,299
268,300
269,301
270,302
271,304
272,305
273,306
274,307
275,308
276,309
277,310
278,311
279,312
280,313
281,314
282,315
283,316
284,317
285,318
286,319
287,320
288,321
289,322
290,323
291,324
292,325
293,326
294,327
295,329
296,330
297,331
298,332
299,334
300,335
301,336
302,337
303,338
304,339
305,341
306,342
307,343
308,344
309,345
310,346
311,348
312,349
313,350
314,351
315,352
316,353
317,356
318,358
319,359
320,360
321,361
322,362
323,363
324,364
325,365
326,366
327,368
328,369
329,370
330,371
331,373
332,374
333,375
334,376
335,377
336,378
337,379
338,380
339,381
340,383
341,384
342,385
343,386
344,387
345,388
346,389
347,390
348,392
349,393
350,394
351,395
352,396
353,397
354,398
355,399
356,400
357,401
358,402
359,403
360,404
361,405
362,406
363,407
364,408
365,409
366,410
367,411
368,412
369,413
370,414
371,415
372,416
373,417
374,418
375,419
376,420
377,421
378,422
379,423
380,424
381,425
382,426
383,427
384,428
385,429
386,430
387,431
388,432
389,433
390,434
391,435
392,436
393,437
394,438
395,439
396,440
397,441
398,442
399,443
400,445
401,446
402,447
403,448
404,449
405,450
406,451
407,452
408,453
409,454
410,455
411,456
412,457
413,458
414,460
415,461
416,463
417,464
418,465
419,466
420,467
421,468
422,471
423,472
424,473
425,475
426,476
427,477
428,478
429,479
430,480
431,481
432,482
433,483
434,484
435,485
436,487
437,488
438,490
439,491
440,492
441,493
442,494
443,495
444,496
445,497
446,498
447,499
448,502
449,503
450,504
451,505
452,507
453,508
454,509
455,510
456,511
457,512
458,513
459,514
460,515
461,516
462,517
463,518
464,521
465,522
466,523
467,524
468,527
469,528
470,529
471,530
472,531
473,533
474,535
475,536
476,537
477,538
478,539
479,542
480,544
481,545
482,546
483,547
484,548
485,549
486,550
487,552
488,554
489,555
490,556
491,557
492,559
493,560
494,561
495,562
496,563
497,564
498,565
499,566
500,567
501,568
502,569
503,570
504,571
505,572
506,573
507,574
508,575
509,576
510,577
511,578
512,579
513,580
514,581
515,583
516,584
517,585
518,586
519,587
520,588
521,589
522,590
523,591
524,592
525,594
526,596
527,597
528,598
529,599
530,600
531,601
532,602
533,603
534,604
535,605
536,606
537,607
538,608
539,609
540,610
541,611
542,612
543,613
544,614
545,616
546,617
547,618
548,619
549,621
550,622
551,623
552,624
553,625
554,626
555,628
556,629
557,631
558,632
559,634
560,635
561,636
562,637
563,638
564,639
565,641
566,642
567,644
568,645
569,646
570,647
571,648
572,649
573,651
574,652
575,653
576,654
577,656
578,658
579,659
580,660
581,661
582,663
583,667
584,668
585,669
586,670
587,671
588,672
589,673
590,674
591,675
592,676
593,677
594,678
595,679
596,680
597,681
598,682
599,683
600,684
601,685
602,686
603,687
604,688
605,689
606,690
607,691
608,692
609,693
610,694
611,695
612,696
613,697
614,699
615,700
616,701
617,702
618,703
619,704
620,705
621,706
622,707
623,708
624,709
625,710
626,711
627,712
628,713
629,714
630,715
631,716
632,717
633,718
634,719
635,720
636,721
637,722
638,723
639,724
640,725
641,726
642,727
643,728
644,729
645,731
646,732
647,733
648,734
649,735
650,736
651,737
652,738
653,739
654,740
655,741
656,742
657,743
658,744
659,745
660,746
661,747
662,748
663,749
664,750
665,751
666,752
667,753
668,754
669,755
670,756
671,757
672,758
673,759
674,760
675,761
676,763
677,764
678,765
679,766
680,767
681,769
682,770
683,771
684,773
685,774
686,775
687,776
688,778
689,779
690,780
691,781
692,782
693,783
694,784
695,785
696,786
697,787
698,788
699,789
700,790
701,791
702,792
703,794
704,795
705,796
706,797
707,798
708,799
709,800
710,801
711,802
712,803
713,805
714,806
715,808
716,809
717,810
718,811
719,812
720,813
721,814
722,815
723,816
724,817
725,818
726,819
727,820
728,821
729,822
730,823
731,824
732,825
733,827
734,828
735,829
736,830
737,831
738,832
739,833
740,834
741,835
742,836
743,837
744,838
745,840
746,841
747,842
748,843
749,844
750,846
751,847
752,848
753,849
754,850
755,851
756,852
757,853
758,854
759,855
760,856
761,858
762,859
763,860
764,861
765,862
766,863
767,864
768,865
769,866
770,868
771,870
772,871
773,872
774,873
775,874
776,875
777,876
778,877
779,878
780,879
781,880
782,881
783,882
784,883
785,884
786,886
787,887
788,889
789,890
790,892
791,893
792,894
793,895
794,896
795,897
796,898
797,899
798,900
799,901
800,902
801,903
802,904
803,905
804,906
805,907
806,908
807,909
808,910
809,911
810,912
811,913
812,914
813,915
814,916
815,917
816,918
817,919
818,920
819,921
820,922
821,923
822,924
823,925
824,926
825,927
826,928
827,929
828,930
829,931
830,932
831,933
832,934
833,935
834,936
835,937
836,939
837,940
838,941
839,942
840,943
841,944
842,945
843,946
844,947
845,948
846,949
847,950
848,951
849,952
850,954
851,955
852,956
853,957
854,958
855,959
856,960
857,961
858,963
859,964
860,965
861,966
862,967
863,968
864,969
865,970
866,971
867,972
868,973
869,974
870,975
871,976
872,978
873,979
874,980
875,981
876,982
877,983
878,984
879,985
880,986
881,987
882,988
883,989
884,990
885,991
886,992
887,993
888,994
889,995
890,996
891,997
892,998
893,999
894,1000
895,1001
896,1002
897,1003
898,1004
899,1005
900,1007
901,1008
902,1009
903,1010
904,1011
905,1012
906,1013
907,1014
908,1015
909,1016
910,1017
911,1018
912,1019
913,1020
914,1021
915,1022
916,1023
917,1024
918,1025
919,1026
920,1027
921,1028
922,1029
923,1031
924,1036
925,1037
926,1038
927,1039
928,1042
929,1043
930,1044
931,1045
932,1046
933,1047
934,1048
935,1049
936,1050
937,1052
938,1053
939,1055
940,1056
941,1057
942,1058
943,1059
944,1060
945,1063
946,1064
947,1065
948,1066
949,1067
950,1068
951,1069
952,1070
953,1071
954,1073
955,1074
956,1076
957,1077
958,1078
959,1079
960,1080
961,1081
962,1082
963,1083
964,1084
965,1086
966,1088
967,1089
968,1090
969,1091
970,1092
971,1093
972,1094
973,1095
974,1096
975,1097
976,1100
977,1101
978,1103
979,1104
980,1105
981,1106
982,1107
983,1108
984,1109
985,1110
986,1111
987,1113
988,1114
989,1116
990,1118
991,1119
992,1120
993,1122
994,1123
995,1124
996,1125
997,1126
998,1127
999,1128
1000,1129
1001,1130
1002,1131
1003,1132
1004,1133
1005,1134
1006,1135
1007,1136
1008,1137
1009,1138
1010,1139
1011,1140
1012,1141
1013,1142
1014,1143
1015,1144
1016,1145
1017,1147
1018,1148
1019,1149
1020,1150
1021,1151
1022,1152
1023,1153
1024,1154
1025,1155
1026,1156
1027,1157
1028,1158
1029,1159
1030,1160
1031,1161
1032,1162
