,0
0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,8
8,9
9,11
10,12
11,13
12,14
13,15
14,16
15,17
16,18
17,19
18,20
19,21
20,23
21,24
22,25
23,26
24,27
25,28
26,29
27,30
28,31
29,32
30,33
31,34
32,35
33,37
34,38
35,39
36,40
37,41
38,42
39,43
40,44
41,45
42,46
43,47
44,48
45,49
46,50
47,51
48,52
49,53
50,54
51,55
52,56
53,58
54,59
55,60
56,61
57,62
58,63
59,64
60,65
61,66
62,67
63,68
64,69
65,70
66,71
67,72
68,73
69,74
70,75
71,76
72,78
73,79
74,80
75,81
76,82
77,83
78,84
79,85
80,86
81,87
82,88
83,89
84,90
85,91
86,92
87,93
88,94
89,95
90,96
91,97
92,98
93,99
94,100
95,101
96,102
97,103
98,104
99,105
100,106
101,107
102,108
103,109
104,110
105,111
106,112
107,113
108,114
109,115
110,116
111,117
112,118
113,119
114,120
115,121
116,122
117,123
118,124
119,125
120,126
121,127
122,128
123,129
124,130
125,131
126,132
127,133
128,134
129,135
130,136
131,137
132,138
133,139
134,140
135,141
136,142
137,143
138,144
139,145
140,146
141,147
142,148
143,149
144,150
145,151
146,152
147,153
148,154
149,155
150,156
151,157
152,158
153,161
154,162
155,163
156,165
157,166
158,167
159,168
160,169
161,170
162,171
163,172
164,173
165,174
166,175
167,176
168,177
169,178
170,179
171,180
172,182
173,183
174,184
175,186
176,187
177,188
178,189
179,190
180,191
181,192
182,194
183,195
184,196
185,197
186,198
187,199
188,200
189,201
190,202
191,203
192,204
193,205
194,206
195,207
196,208
197,209
198,210
199,211
200,213
201,214
202,215
203,216
204,217
205,218
206,219
207,220
208,221
209,222
210,223
211,224
212,225
213,226
214,227
215,228
216,229
217,231
218,232
219,233
220,234
221,235
222,236
223,237
224,238
225,239
226,241
227,242
228,243
229,244
230,245
231,246
232,247
233,248
234,249
235,250
236,252
237,253
238,254
239,256
240,257
241,258
242,259
243,261
244,262
245,263
246,264
247,265
248,266
249,267
250,268
251,269
252,270
253,271
254,272
255,273
256,274
257,275
258,276
259,277
260,278
261,279
262,280
263,282
264,283
265,284
266,285
267,286
268,287
269,288
270,289
271,290
272,291
273,292
274,293
275,294
276,296
277,297
278,298
279,299
280,300
281,301
282,302
283,304
284,305
285,307
286,308
287,309
288,310
289,311
290,312
291,313
292,314
293,315
294,316
295,317
296,318
297,319
298,320
299,321
300,322
301,323
302,324
303,327
304,328
305,329
306,330
307,331
308,332
309,333
310,334
311,335
312,336
313,337
314,338
315,339
316,340
317,341
318,343
319,344
320,345
321,346
322,347
323,348
324,349
325,350
326,351
327,352
328,353
329,354
330,355
331,356
332,358
333,359
334,360
335,361
336,362
337,363
338,364
339,365
340,366
341,368
342,369
343,370
344,371
345,372
346,373
347,374
348,376
349,377
350,378
351,379
352,380
353,381
354,382
355,383
356,384
357,385
358,386
359,387
360,389
361,390
362,391
363,392
364,393
365,394
366,395
367,396
368,397
369,398
370,399
371,400
372,401
373,402
374,403
375,404
376,405
377,406
378,408
379,409
380,410
381,411
382,412
383,413
384,414
385,415
386,416
387,417
388,418
389,419
390,420
391,421
392,422
393,423
394,424
395,426
396,427
397,429
398,430
399,431
400,432
401,433
402,434
403,435
404,436
405,437
406,438
407,439
408,440
409,441
410,442
411,443
412,444
413,445
414,446
415,447
416,448
417,449
418,450
419,451
420,452
421,453
422,454
423,455
424,456
425,457
426,458
427,459
428,460
429,461
430,462
431,463
432,464
433,465
434,466
435,467
436,468
437,470
438,471
439,472
440,473
441,474
442,475
443,476
444,477
445,478
446,479
447,480
448,481
449,482
450,483
451,484
452,485
453,486
454,487
455,488
456,490
457,491
458,492
459,493
460,494
461,495
462,496
463,497
464,498
465,499
466,500
467,501
468,503
469,504
470,505
471,506
472,507
473,508
474,509
475,510
476,511
477,512
478,515
479,516
480,517
481,518
482,520
483,521
484,522
485,523
486,524
487,525
488,526
489,527
490,528
491,530
492,531
493,532
494,533
495,534
496,536
497,537
498,539
499,540
500,541
501,542
502,543
503,544
504,545
505,546
506,547
507,548
508,549
509,550
510,552
511,553
512,554
513,555
514,556
515,557
516,558
517,559
518,560
519,561
520,562
521,563
522,564
523,565
524,566
525,567
526,568
527,569
528,570
529,571
530,572
531,573
532,574
533,575
534,576
535,577
536,578
537,579
538,580
539,581
540,582
541,583
542,584
543,585
544,586
545,587
546,588
547,589
548,590
549,591
550,592
551,593
552,594
553,595
554,596
555,597
556,598
557,599
558,602
559,603
560,604
561,605
562,606
563,607
564,608
565,609
566,610
567,611
568,612
569,613
570,614
571,615
572,616
573,617
574,618
575,619
576,620
577,621
578,622
579,623
580,624
581,625
582,626
583,627
584,629
585,630
586,631
587,632
588,633
589,634
590,635
591,636
592,637
593,639
594,640
595,641
596,642
597,643
598,644
599,645
600,646
601,647
602,648
603,649
604,650
605,651
606,652
607,653
608,654
609,655
610,657
611,658
612,660
613,662
614,663
615,664
616,665
617,666
618,668
619,669
620,670
621,671
622,672
623,673
624,674
625,675
626,676
627,677
628,678
629,679
630,680
631,681
632,682
633,683
634,685
635,686
636,687
637,689
638,690
639,691
640,692
641,693
642,694
643,696
644,697
645,698
646,700
647,701
648,702
649,703
650,705
651,706
652,707
653,708
654,710
655,711
656,712
657,713
658,714
659,715
660,716
661,717
662,718
663,719
664,720
665,722
666,724
667,725
668,726
669,727
670,729
671,730
672,733
673,735
674,738
675,739
676,740
677,741
678,742
679,743
680,745
681,746
682,747
683,748
684,749
685,750
686,751
687,752
688,753
689,754
690,756
691,757
692,758
693,759
694,761
695,763
696,764
697,765
698,766
699,767
700,768
701,769
702,771
703,772
704,773
705,774
706,775
707,776
708,777
709,778
710,779
711,780
712,781
713,782
714,783
715,784
716,785
717,786
718,787
719,788
720,789
721,790
722,791
723,792
724,793
725,794
726,795
727,797
728,798
729,799
730,800
731,801
732,802
733,803
734,804
735,805
736,807
737,808
738,810
739,811
740,812
741,813
742,814
743,815
744,817
745,818
746,819
747,820
748,821
749,822
750,823
751,824
752,825
753,826
754,827
755,828
756,829
757,831
758,832
759,833
760,834
761,835
762,836
763,837
764,838
765,839
766,840
767,841
768,842
769,843
770,844
771,846
772,847
773,848
774,849
775,850
776,851
777,852
778,853
779,854
780,855
781,856
782,857
783,858
784,859
785,860
786,861
787,862
788,863
789,865
790,866
791,867
792,868
793,869
794,870
795,871
796,872
797,873
798,874
799,875
800,877
801,878
802,879
803,880
804,881
805,882
806,883
807,884
808,885
809,888
810,889
811,890
812,891
813,892
814,893
815,894
816,895
817,896
818,898
819,899
820,900
821,901
822,902
823,903
824,904
825,905
826,906
827,907
828,908
829,909
830,910
831,911
832,912
833,913
834,914
835,915
836,916
837,917
838,918
839,919
840,920
841,922
842,923
843,924
844,925
845,926
846,927
847,928
848,929
849,930
850,932
851,933
852,935
853,936
854,937
855,938
856,939
857,940
858,942
859,943
860,944
861,945
862,946
863,948
864,949
865,950
866,951
867,952
868,953
869,954
870,955
871,956
872,957
873,958
874,959
875,960
876,961
877,962
878,963
879,964
880,965
881,966
882,967
883,968
884,969
885,970
886,971
887,972
888,973
889,974
890,975
891,976
892,977
893,978
894,979
895,980
896,981
897,982
898,983
899,984
900,985
901,986
902,987
903,988
904,989
905,990
906,991
907,992
908,993
909,995
910,996
911,997
912,998
913,999
914,1000
915,1001
916,1002
917,1003
918,1004
919,1005
920,1006
921,1007
922,1009
923,1010
924,1011
925,1012
926,1013
927,1014
928,1015
929,1016
930,1017
931,1018
932,1020
933,1021
934,1022
935,1023
936,1025
937,1026
938,1027
939,1028
940,1029
941,1030
942,1031
943,1032
944,1034
945,1035
946,1036
947,1037
948,1038
949,1039
950,1040
951,1041
952,1042
953,1043
954,1044
955,1045
956,1046
957,1047
958,1048
959,1049
960,1050
961,1052
962,1053
963,1054
964,1055
965,1056
966,1057
967,1058
968,1060
969,1061
970,1062
971,1063
972,1064
973,1065
974,1066
975,1067
976,1068
977,1069
978,1070
979,1072
980,1073
981,1075
982,1076
983,1077
984,1078
985,1079
986,1080
987,1081
988,1082
989,1083
990,1084
991,1086
992,1087
993,1088
994,1089
995,1090
996,1091
997,1092
998,1093
999,1094
1000,1095
1001,1096
1002,1098
1003,1099
1004,1100
1005,1101
1006,1102
1007,1103
1008,1104
1009,1105
1010,1106
1011,1107
1012,1109
1013,1110
1014,1111
1015,1112
1016,1114
1017,1115
1018,1116
1019,1117
1020,1118
1021,1119
1022,1120
1023,1121
1024,1122
1025,1124
1026,1125
1027,1126
1028,1127
1029,1128
1030,1129
1031,1130
1032,1131
1033,1132
1034,1133
1035,1134
1036,1135
