,0
0,1179
1,7720
2,5693
3,5440
4,8379
5,2962
6,3235
7,9230
8,10314
9,6798
10,9342
11,9681
12,8704
13,4699
14,6201
15,9998
16,5691
17,1836
18,5929
19,3165
20,3920
21,2810
22,4750
23,8985
24,2027
25,5760
26,5069
27,10165
28,9090
29,3529
30,6249
31,4697
32,4245
33,8604
34,8663
35,1178
36,2980
37,1514
38,7680
39,5546
40,8338
41,7486
42,4803
43,7006
44,9829
45,7149
46,5455
47,5161
48,435
49,8720
50,10762
51,4173
52,7523
53,2617
54,5349
55,10783
56,4412
57,5331
58,5399
59,1561
60,6332
61,10632
62,6363
63,9973
64,8200
65,4189
66,2128
67,2656
68,10712
69,5133
70,6988
71,6431
72,3571
73,6209
74,4209
75,6252
76,369
77,128
78,5005
79,2046
80,2435
81,1482
82,73
83,1567
84,8782
85,550
86,1710
87,25
88,10272
89,4025
90,1654
91,300
92,9249
93,8559
94,5671
95,5664
96,3265
97,10693
98,5029
99,3901
100,8399
101,2491
102,2340
103,2259
104,7803
105,8099
106,10514
107,7805
108,7487
109,2232
110,4270
111,4439
112,3622
113,2651
114,1645
115,3157
116,4633
117,1477
118,1912
119,740
120,6140
121,9686
122,10544
123,3216
124,5827
125,8006
126,7822
127,1125
128,4066
129,3619
130,2089
131,6248
132,8708
133,10248
134,3090
135,7735
136,458
137,9738
138,5917
139,9567
140,6960
141,5104
142,4285
143,6802
144,4206
145,3125
146,7022
147,7333
148,3534
149,6987
150,95
151,3103
152,8306
153,1303
154,477
155,10595
156,1237
157,10207
158,6309
159,3720
160,9518
161,9159
162,7682
163,9271
164,6173
165,5833
166,7068
167,6464
168,1534
169,2107
170,10082
171,7961
172,7782
173,9187
174,5131
175,1476
176,2890
177,9479
178,7002
179,749
180,1915
181,6260
182,4994
183,676
184,1068
185,4883
186,10576
187,3678
188,1089
189,2049
190,9636
191,1411
192,6337
193,232
194,918
195,8084
196,9487
197,9427
198,3092
199,271
200,643
201,1597
202,6626
203,10357
204,4793
205,8806
206,921
207,9827
208,4107
209,6064
210,5977
211,3435
212,2308
213,3210
214,1818
